Country,Model,Selected_Params,n_eval,MAE,RMSE,MAPE,sMAPE,MASE,near_zero_actuals
Indonesia,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 1.0, ""yearly_seasonality"": true}",120,0.3319797708265456,0.4087802948560549,30.988911618227277,36.697185195437804,1.1388045308882855,0
Lao People's Democratic Republic,Holt-Winters,"{""damped_trend"": true, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,1.1313914156326883,1.3212077926510926,94.351132335245,140.03656749692698,1.3832844016505592,4
Lao People's Democratic Republic,SARIMA,"{""order"": [0, 0, 1], ""seasonal_order"": [2, 1, 1, 12]}",120,0.8465240244017831,1.0352066899364363,97.24005324945512,84.55316599358017,1.034994134123437,4
Lao People's Democratic Republic,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 500, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.8127150705973308,0.9966577407296495,115.45717304594214,77.24115344109656,0.993657954806865,4
Lao People's Democratic Republic,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 10.0, ""yearly_seasonality"": true}",120,0.7142552050996613,0.905580439941285,101.63722013427197,64.79817869205075,0.8732769847467602,4
Malaysia,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.2804748347550355,0.3527938079334808,27.50917156427738,26.242035505849014,0.8198598258646006,0
Malaysia,SARIMA,"{""order"": [1, 1, 2], ""seasonal_order"": [2, 1, 1, 12]}",120,0.26138504126866036,0.33503031903301805,26.791311273716893,24.351664757112015,0.7640581894104777,0
Malaysia,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.02, ""max_depth"": 4, ""n_estimators"": 300, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.5231554598887761,0.5904461294537786,45.308960478452875,55.97477090567238,1.5292428806282647,0
Malaysia,Prophet,"{""changepoint_prior_scale"": 0.001, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 0.1, ""yearly_seasonality"": true}",120,0.3537179374077268,0.427128005873121,31.93181827047918,34.40893949574713,1.0339577410628213,0
Myanmar,Holt-Winters,"{""damped_trend"": true, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.9340654776511256,1.04803336635797,65.66900280925485,94.44786396952722,1.747686244922976,1
Myanmar,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [2, 1, 1, 12]}",120,0.5607277281045744,0.6736775710925296,48.324170122423915,47.02973375015215,1.0491514363849523,1
Myanmar,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12], ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",120,0.9257577401955923,1.0388686594562992,66.8037589986216,92.46234898030094,1.7321420257811035,1
Myanmar,Prophet,"{""changepoint_prior_scale"": 0.1, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 0.1, ""yearly_seasonality"": true}",120,0.5520419199523535,0.6583836935383778,49.69493452172092,45.75635595201522,1.0328998268384255,1
Philippines,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.28435203448893803,0.3537253158559281,31.93103321994955,23.498680833305873,0.7576245496203985,1
Philippines,SARIMA,"{""order"": [0, 0, 1], ""seasonal_order"": [1, 0, 1, 12]}",120,0.3713201034272148,0.4442803910840027,37.283773063300565,31.538582174700004,0.9893413515737918,1
Philippines,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.02, ""max_depth"": 2, ""n_estimators"": 500, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.487071718231837,0.562742215330765,42.77561975420882,43.08424029522087,1.2977487283376015,1
Philippines,Prophet,"{""changepoint_prior_scale"": 0.001, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 1.0, ""yearly_seasonality"": true}",120,0.3174146414227039,0.4089961619446076,42.08206648797576,24.961763484470037,0.8457162094268457,1
Singapore,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": false, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",118,0.5091537426355722,0.626169186128547,40.05306799961376,38.59275715053163,1.1113244960323334,0
Singapore,SARIMA,"{""order"": [2, 1, 2], ""seasonal_order"": [1, 1, 2, 12]}",118,0.6032098648123437,0.7353823015212028,42.658185350417114,47.33161487762783,1.3166198004246483,0
Singapore,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 300, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",118,0.5012807278350249,0.6413794050697632,42.870370446484095,37.51313460583145,1.0941401497871643,0
Singapore,Prophet,"{""changepoint_prior_scale"": 0.05, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 10.0, ""yearly_seasonality"": true}",118,0.6092006611605568,0.7430637498495473,42.25615636395367,47.80409077395073,1.3296958483351426,0
Thailand,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.9235426237603991,1.0816190171444164,81.21629532001647,110.28858053710442,1.402549106390279,3
Thailand,SARIMA,"{""order"": [2, 1, 1], ""seasonal_order"": [2, 1, 1, 12]}",120,0.5954496868144263,0.7402468221165818,81.48467769890361,57.92525324435436,0.9042868240790727,3
Thailand,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12], ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 500, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",120,0.5781602321372677,0.7288476215724832,86.08076114383717,60.08381798373612,0.8780299859174643,3
Thailand,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 1.0, ""yearly_seasonality"": true}",120,0.579640472864453,0.7292344252261803,83.41144977220878,54.806785651737755,0.8802779712900319,3
Viet Nam,Holt-Winters,"{""damped_trend"": true, ""remove_bias"": false, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,1.096067826791636,1.2451569365643451,94.88195832034634,162.49116999862926,1.4287756352032424,3
Viet Nam,SARIMA,"{""order"": [0, 0, 1], ""seasonal_order"": [1, 1, 1, 12]}",120,0.7585180751572863,0.9183661311829063,86.59351855658298,84.49739003533632,0.9887637590990209,3
Viet Nam,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",120,0.9452818697533881,1.1089716207206801,90.11023449303697,119.7108621704633,1.2322190934628683,3
Viet Nam,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 10.0, ""yearly_seasonality"": true}",120,0.6402346388593929,0.7883695600327669,94.75578147564919,67.01236464974228,0.8345757720971252,3
