Country,Model,Date,Actual_Modeling_Value,Forecast,ActualObservedInSource,UsedInMetrics,Error,Absolute_Error
Brunei Darussalam,Holt-Winters,2016-01-01,2.043,0.9357365016452396,True,True,1.1072634983547605,1.1072634983547605
Brunei Darussalam,Holt-Winters,2016-02-01,1.785,0.8635990676443602,True,True,0.9214009323556396,0.9214009323556396
Brunei Darussalam,Holt-Winters,2016-03-01,1.645,0.9271079875937596,True,True,0.7178920124062406,0.7178920124062406
Brunei Darussalam,Holt-Winters,2016-04-01,1.72,0.8952078959732298,True,True,0.8247921040267702,0.8247921040267702
Brunei Darussalam,Holt-Winters,2016-05-01,1.308,0.7819938881738382,True,True,0.5260061118261619,0.5260061118261619
Brunei Darussalam,Holt-Winters,2016-06-01,0.87,1.0085942014843283,True,True,-0.1385942014843283,0.1385942014843283
Brunei Darussalam,Holt-Winters,2016-07-01,1.182,1.0077074365819996,True,True,0.1742925634180003,0.1742925634180003
Brunei Darussalam,Holt-Winters,2016-08-01,1.403,0.9517321929784188,True,True,0.4512678070215812,0.4512678070215812
Brunei Darussalam,Holt-Winters,2016-09-01,0.751,0.8871824270082326,True,True,-0.1361824270082325,0.1361824270082325
Brunei Darussalam,Holt-Winters,2016-10-01,1.07,0.8924298301020803,True,True,0.1775701698979197,0.1775701698979197
Brunei Darussalam,Holt-Winters,2016-11-01,1.156,0.9094455853053466,True,True,0.2465544146946533,0.2465544146946533
Brunei Darussalam,Holt-Winters,2016-12-01,1.349,1.0031426463978768,True,True,0.3458573536021232,0.3458573536021232
Brunei Darussalam,Holt-Winters,2017-01-01,1.54,0.9517930926352236,True,True,0.5882069073647764,0.5882069073647764
Brunei Darussalam,Holt-Winters,2017-02-01,0.725,0.8796556586343441,True,True,-0.1546556586343441,0.1546556586343441
Brunei Darussalam,Holt-Winters,2017-03-01,0.399,0.9431645785837434,True,True,-0.5441645785837433,0.5441645785837433
Brunei Darussalam,Holt-Winters,2017-04-01,0.687,0.9112644869632136,True,True,-0.2242644869632136,0.2242644869632136
Brunei Darussalam,Holt-Winters,2017-05-01,0.648,0.7980504791638221,True,True,-0.150050479163822,0.150050479163822
Brunei Darussalam,Holt-Winters,2017-06-01,0.852,1.0246507924743122,True,True,-0.1726507924743122,0.1726507924743122
Brunei Darussalam,Holt-Winters,2017-07-01,1.297,1.0237640275719837,True,True,0.2732359724280164,0.2732359724280164
Brunei Darussalam,Holt-Winters,2017-08-01,0.92,0.9677887839684028,True,True,-0.0477887839684026,0.0477887839684026
Brunei Darussalam,Holt-Winters,2017-09-01,0.916,0.9032390179982164,True,True,0.0127609820017835,0.0127609820017835
Brunei Darussalam,Holt-Winters,2017-10-01,0.826,0.9084864210920642,True,True,-0.0824864210920642,0.0824864210920642
Brunei Darussalam,Holt-Winters,2017-11-01,1.141,0.9255021762953304,True,True,0.2154978237046695,0.2154978237046695
Brunei Darussalam,Holt-Winters,2017-12-01,0.936,1.019199237387861,True,True,-0.0831992373878606,0.0831992373878606
Brunei Darussalam,Holt-Winters,2018-01-01,0.955,0.9678496836252076,True,True,-0.0128496836252075,0.0128496836252075
Brunei Darussalam,Holt-Winters,2018-02-01,0.528,0.895712249624328,True,True,-0.367712249624328,0.367712249624328
Brunei Darussalam,Holt-Winters,2018-03-01,0.734,0.9592211695737272,True,True,-0.2252211695737273,0.2252211695737273
Brunei Darussalam,Holt-Winters,2018-04-01,0.876,0.9273210779531976,True,True,-0.0513210779531976,0.0513210779531976
Brunei Darussalam,Holt-Winters,2018-05-01,0.268,0.814107070153806,True,True,-0.546107070153806,0.546107070153806
Brunei Darussalam,Holt-Winters,2018-06-01,1.041,1.040707383464296,True,True,0.0002926165357037,0.0002926165357037
Brunei Darussalam,Holt-Winters,2018-07-01,1.398,1.0398206185619674,True,True,0.3581793814380325,0.3581793814380325
Brunei Darussalam,Holt-Winters,2018-08-01,1.16,0.9838453749583866,True,True,0.1761546250416132,0.1761546250416132
Brunei Darussalam,Holt-Winters,2018-09-01,0.689,0.9192956089882004,True,True,-0.2302956089882004,0.2302956089882004
Brunei Darussalam,Holt-Winters,2018-10-01,0.999,0.924543012082048,True,True,0.0744569879179518,0.0744569879179518
Brunei Darussalam,Holt-Winters,2018-11-01,1.253,0.9415587672853144,True,True,0.3114412327146855,0.3114412327146855
Brunei Darussalam,Holt-Winters,2018-12-01,1.296,1.0352558283778446,True,True,0.2607441716221554,0.2607441716221554
Brunei Darussalam,Holt-Winters,2019-01-01,1.462,0.9839062746151914,True,True,0.4780937253848085,0.4780937253848085
Brunei Darussalam,Holt-Winters,2019-02-01,1.08,0.911768840614312,True,True,0.1682311593856881,0.1682311593856881
Brunei Darussalam,Holt-Winters,2019-03-01,0.945,0.9752777605637112,True,True,-0.0302777605637112,0.0302777605637112
Brunei Darussalam,Holt-Winters,2019-04-01,1.276,0.9433776689431816,True,True,0.3326223310568185,0.3326223310568185
Brunei Darussalam,Holt-Winters,2019-05-01,1.139,0.8301636611437899,True,True,0.3088363388562101,0.3088363388562101
Brunei Darussalam,Holt-Winters,2019-06-01,1.322,1.05676397445428,True,True,0.26523602554572,0.26523602554572
Brunei Darussalam,Holt-Winters,2019-07-01,1.169,1.0558772095519513,True,True,0.1131227904480487,0.1131227904480487
Brunei Darussalam,Holt-Winters,2019-08-01,1.428,0.9999019659483706,True,True,0.4280980340516294,0.4280980340516294
Brunei Darussalam,Holt-Winters,2019-09-01,1.411,0.9353521999781842,True,True,0.4756478000218158,0.4756478000218158
Brunei Darussalam,Holt-Winters,2019-10-01,0.903,0.940599603072032,True,True,-0.037599603072032,0.037599603072032
Brunei Darussalam,Holt-Winters,2019-11-01,1.219,0.9576153582752984,True,True,0.2613846417247017,0.2613846417247017
Brunei Darussalam,Holt-Winters,2019-12-01,1.205,1.0513124193678285,True,True,0.1536875806321718,0.1536875806321718
Brunei Darussalam,Holt-Winters,2020-01-01,1.572,0.9999628656051752,True,True,0.5720371343948247,0.5720371343948247
Brunei Darussalam,Holt-Winters,2020-02-01,1.474,0.927825431604296,True,True,0.5461745683957041,0.5461745683957041
Brunei Darussalam,Holt-Winters,2020-03-01,1.279,0.991334351553695,True,True,0.2876656484463049,0.2876656484463049
Brunei Darussalam,Holt-Winters,2020-04-01,1.196,0.9594342599331654,True,True,0.2365657400668345,0.2365657400668345
Brunei Darussalam,Holt-Winters,2020-05-01,1.127,0.8462202521337738,True,True,0.2807797478662261,0.2807797478662261
Brunei Darussalam,Holt-Winters,2020-06-01,1.072,1.0728205654442635,True,True,-0.0008205654442636,0.0008205654442636
Brunei Darussalam,Holt-Winters,2020-07-01,1.212,1.0719338005419352,True,True,0.1400661994580647,0.1400661994580647
Brunei Darussalam,Holt-Winters,2020-08-01,1.294,1.0159585569383545,True,True,0.2780414430616456,0.2780414430616456
Brunei Darussalam,Holt-Winters,2020-09-01,1.059,0.951408790968168,True,True,0.1075912090318318,0.1075912090318318
Brunei Darussalam,Holt-Winters,2020-10-01,1.115,0.956656194062016,True,True,0.158343805937984,0.158343805937984
Brunei Darussalam,Holt-Winters,2020-11-01,1.059,0.9736719492652822,True,True,0.0853280507347177,0.0853280507347177
Brunei Darussalam,Holt-Winters,2020-12-01,1.199,1.0673690103578122,True,True,0.1316309896421879,0.1316309896421879
Brunei Darussalam,Holt-Winters,2021-01-01,1.012,1.0160194565951592,True,True,-0.0040194565951592,0.0040194565951592
Brunei Darussalam,Holt-Winters,2021-02-01,0.439,0.9438820225942798,True,True,-0.5048820225942798,0.5048820225942798
Brunei Darussalam,Holt-Winters,2021-03-01,0.642,1.007390942543679,True,True,-0.3653909425436789,0.3653909425436789
Brunei Darussalam,Holt-Winters,2021-04-01,0.572,0.9754908509231494,True,True,-0.4034908509231494,0.4034908509231494
Brunei Darussalam,Holt-Winters,2021-05-01,0.681,0.8622768431237577,True,True,-0.1812768431237577,0.1812768431237577
Brunei Darussalam,Holt-Winters,2021-06-01,1.041,1.0888771564342477,True,True,-0.0478771564342477,0.0478771564342477
Brunei Darussalam,Holt-Winters,2021-07-01,1.377,1.0879903915319191,True,True,0.2890096084680809,0.2890096084680809
Brunei Darussalam,Holt-Winters,2021-08-01,1.007,1.0320151479283382,True,True,-0.0250151479283382,0.0250151479283382
Brunei Darussalam,Holt-Winters,2021-09-01,0.942,0.967465381958152,True,True,-0.0254653819581521,0.0254653819581521
Brunei Darussalam,Holt-Winters,2021-10-01,1.437,0.972712785052,True,True,0.4642872149480002,0.4642872149480002
Brunei Darussalam,Holt-Winters,2021-11-01,1.311,0.989728540255266,True,True,0.3212714597447339,0.3212714597447339
Brunei Darussalam,Holt-Winters,2021-12-01,1.578,1.0834256013477963,True,True,0.4945743986522037,0.4945743986522037
Brunei Darussalam,Holt-Winters,2022-01-01,1.307,1.0320760475851432,True,True,0.2749239524148568,0.2749239524148568
Brunei Darussalam,Holt-Winters,2022-02-01,0.91,0.9599386135842636,True,True,-0.0499386135842634,0.0499386135842634
Brunei Darussalam,Holt-Winters,2022-03-01,0.689,1.0234475335336628,True,True,-0.3344475335336628,0.3344475335336628
Brunei Darussalam,Holt-Winters,2022-04-01,0.838,0.9915474419131332,True,True,-0.1535474419131333,0.1535474419131333
Brunei Darussalam,Holt-Winters,2022-05-01,0.987,0.8783334341137415,True,True,0.1086665658862584,0.1086665658862584
Brunei Darussalam,Holt-Winters,2022-06-01,1.04,1.1049337474242318,True,True,-0.0649337474242317,0.0649337474242317
Brunei Darussalam,Holt-Winters,2022-07-01,1.347,1.104046982521903,True,True,0.2429530174780969,0.2429530174780969
Brunei Darussalam,Holt-Winters,2022-08-01,1.132,1.048071738918322,True,True,0.0839282610816778,0.0839282610816778
Brunei Darussalam,Holt-Winters,2022-09-01,0.64,0.983521972948136,True,True,-0.343521972948136,0.343521972948136
Brunei Darussalam,Holt-Winters,2022-10-01,1.178,0.9887693760419838,True,True,0.1892306239580161,0.1892306239580161
Brunei Darussalam,Holt-Winters,2022-11-01,0.935,1.0057851312452497,True,True,-0.0707851312452496,0.0707851312452496
Brunei Darussalam,Holt-Winters,2022-12-01,0.784,1.09948219233778,True,True,-0.3154821923377799,0.3154821923377799
Brunei Darussalam,Holt-Winters,2023-01-01,1.276,1.048132638575127,True,True,0.2278673614248729,0.2278673614248729
Brunei Darussalam,Holt-Winters,2023-02-01,0.88,0.9759952045742474,True,True,-0.0959952045742473,0.0959952045742473
Brunei Darussalam,Holt-Winters,2023-03-01,0.518,1.0395041245236467,True,True,-0.5215041245236467,0.5215041245236467
Brunei Darussalam,Holt-Winters,2023-04-01,1.026,1.007604032903117,True,True,0.0183959670968829,0.0183959670968829
Brunei Darussalam,Holt-Winters,2023-05-01,1.141,0.8943900251037255,True,True,0.2466099748962745,0.2466099748962745
Brunei Darussalam,Holt-Winters,2023-06-01,1.327,1.1209903384142152,True,True,0.2060096615857847,0.2060096615857847
Brunei Darussalam,Holt-Winters,2023-07-01,1.143,1.120103573511887,True,True,0.022896426488113,0.022896426488113
Brunei Darussalam,Holt-Winters,2023-08-01,1.371,1.064128329908306,True,True,0.306871670091694,0.306871670091694
Brunei Darussalam,Holt-Winters,2023-09-01,1.131,0.99957856393812,True,True,0.13142143606188,0.13142143606188
Brunei Darussalam,Holt-Winters,2023-10-01,1.652,1.0048259670319677,True,True,0.6471740329680322,0.6471740329680322
Brunei Darussalam,Holt-Winters,2023-11-01,1.489,1.0218417222352336,True,True,0.4671582777647665,0.4671582777647665
Brunei Darussalam,Holt-Winters,2023-12-01,2.12,1.115538783327764,True,True,1.0044612166722362,1.0044612166722362
Brunei Darussalam,SARIMA,2014-01-01,-0.056,0.9354836930263568,True,True,-0.9914836930263567,0.9914836930263567
Brunei Darussalam,SARIMA,2014-02-01,0.376,0.7965303737593218,True,True,-0.4205303737593218,0.4205303737593218
Brunei Darussalam,SARIMA,2014-03-01,0.649,0.766641452117089,True,True,-0.1176414521170889,0.1176414521170889
Brunei Darussalam,SARIMA,2014-04-01,0.712,0.7315731676368784,True,True,-0.0195731676368784,0.0195731676368784
Brunei Darussalam,SARIMA,2014-05-01,0.617,0.6506210408604425,True,True,-0.0336210408604424,0.0336210408604424
Brunei Darussalam,SARIMA,2014-06-01,1.258,0.9629309413684112,True,True,0.2950690586315887,0.2950690586315887
Brunei Darussalam,SARIMA,2014-07-01,1.039,0.9839406668293708,True,True,0.0550593331706291,0.0550593331706291
Brunei Darussalam,SARIMA,2014-08-01,0.185,0.938484708451516,True,True,-0.7534847084515159,0.7534847084515159
Brunei Darussalam,SARIMA,2014-09-01,0.823,0.8318352160034674,True,True,-0.0088352160034674,0.0088352160034674
Brunei Darussalam,SARIMA,2014-10-01,0.771,0.862842486733853,True,True,-0.0918424867338529,0.0918424867338529
Brunei Darussalam,SARIMA,2014-11-01,0.916,0.8786367137342999,True,True,0.0373632862657001,0.0373632862657001
Brunei Darussalam,SARIMA,2014-12-01,0.904,1.0264246278982436,True,True,-0.1224246278982436,0.1224246278982436
Brunei Darussalam,SARIMA,2015-01-01,0.39,0.9684919492284552,True,True,-0.5784919492284553,0.5784919492284553
Brunei Darussalam,SARIMA,2015-02-01,0.504,0.8235892247662843,True,True,-0.3195892247662842,0.3195892247662842
Brunei Darussalam,SARIMA,2015-03-01,0.537,0.8119757995525028,True,True,-0.2749757995525027,0.2749757995525027
Brunei Darussalam,SARIMA,2015-04-01,0.888,0.7433180536287918,True,True,0.1446819463712082,0.1446819463712082
Brunei Darussalam,SARIMA,2015-05-01,0.612,0.6894163760901936,True,True,-0.0774163760901935,0.0774163760901935
Brunei Darussalam,SARIMA,2015-06-01,1.186,1.0247437442798828,True,True,0.1612562557201171,0.1612562557201171
Brunei Darussalam,SARIMA,2015-07-01,1.545,0.9950636451705202,True,True,0.5499363548294798,0.5499363548294798
Brunei Darussalam,SARIMA,2015-08-01,0.821,0.950310493297358,True,True,-0.129310493297358,0.129310493297358
Brunei Darussalam,SARIMA,2015-09-01,1.179,0.8335268589890722,True,True,0.3454731410109278,0.3454731410109278
Brunei Darussalam,SARIMA,2015-10-01,1.452,0.8712227669763504,True,True,0.5807772330236496,0.5807772330236496
Brunei Darussalam,SARIMA,2015-11-01,1.167,0.9085863047556126,True,True,0.2584136952443874,0.2584136952443874
Brunei Darussalam,SARIMA,2015-12-01,1.656,1.0770521085417926,True,True,0.5789478914582074,0.5789478914582074
Brunei Darussalam,SARIMA,2016-01-01,2.043,0.999974733772422,True,True,1.0430252662275783,1.0430252662275783
Brunei Darussalam,SARIMA,2016-02-01,1.785,0.8555141940685921,True,True,0.9294858059314078,0.9294858059314078
Brunei Darussalam,SARIMA,2016-03-01,1.645,0.8425424572746235,True,True,0.8024575427253765,0.8024575427253765
Brunei Darussalam,SARIMA,2016-04-01,1.72,0.7763812210697908,True,True,0.9436187789302092,0.9436187789302092
Brunei Darussalam,SARIMA,2016-05-01,1.308,0.7204690406377219,True,True,0.5875309593622782,0.5875309593622782
Brunei Darussalam,SARIMA,2016-06-01,0.87,1.054085654045944,True,True,-0.184085654045944,0.184085654045944
Brunei Darussalam,SARIMA,2016-07-01,1.182,1.028173035397704,True,True,0.153826964602296,0.153826964602296
Brunei Darussalam,SARIMA,2016-08-01,1.403,0.983367647996074,True,True,0.419632352003926,0.419632352003926
Brunei Darussalam,SARIMA,2016-09-01,0.751,0.8673372256346106,True,True,-0.1163372256346105,0.1163372256346105
Brunei Darussalam,SARIMA,2016-10-01,1.07,0.904536006034834,True,True,0.1654639939651661,0.1654639939651661
Brunei Darussalam,SARIMA,2016-11-01,1.156,0.9402964221302492,True,True,0.2157035778697507,0.2157035778697507
Brunei Darussalam,SARIMA,2016-12-01,1.349,1.1072253583934224,True,True,0.2417746416065775,0.2417746416065775
Brunei Darussalam,SARIMA,2017-01-01,1.54,1.0315708977710372,True,True,0.5084291022289629,0.5084291022289629
Brunei Darussalam,SARIMA,2017-02-01,0.725,0.8870774930405204,True,True,-0.1620774930405204,0.1620774930405204
Brunei Darussalam,SARIMA,2017-03-01,0.399,0.8742067116627887,True,True,-0.4752067116627887,0.4752067116627887
Brunei Darussalam,SARIMA,2017-04-01,0.687,0.8078599243800698,True,True,-0.1208599243800697,0.1208599243800697
Brunei Darussalam,SARIMA,2017-05-01,0.648,0.7520971729592942,True,True,-0.1040971729592942,0.1040971729592942
Brunei Darussalam,SARIMA,2017-06-01,0.852,1.0858409368413555,True,True,-0.2338409368413557,0.2338409368413557
Brunei Darussalam,SARIMA,2017-07-01,1.297,1.059648303236559,True,True,0.2373516967634412,0.2373516967634412
Brunei Darussalam,SARIMA,2017-08-01,0.92,1.0148467981985894,True,True,-0.0948467981985893,0.0948467981985893
Brunei Darussalam,SARIMA,2017-09-01,0.916,0.8987603939646931,True,True,0.0172396060353069,0.0172396060353069
Brunei Darussalam,SARIMA,2017-10-01,0.826,0.9359961229731784,True,True,-0.1099961229731784,0.1099961229731784
Brunei Darussalam,SARIMA,2017-11-01,1.141,0.9718756897989798,True,True,0.1691243102010202,0.1691243102010202
Brunei Darussalam,SARIMA,2017-12-01,0.936,1.1389188525052971,True,True,-0.202918852505297,0.202918852505297
Brunei Darussalam,SARIMA,2018-01-01,0.955,1.0631586349328324,True,True,-0.1081586349328324,0.1081586349328324
Brunei Darussalam,SARIMA,2018-02-01,0.528,0.9186676728690036,True,True,-0.3906676728690035,0.3906676728690035
Brunei Darussalam,SARIMA,2018-03-01,0.734,0.905789388061119,True,True,-0.1717893880611189,0.1717893880611189
Brunei Darussalam,SARIMA,2018-04-01,0.876,0.8394563917130976,True,True,0.0365436082869023,0.0365436082869023
Brunei Darussalam,SARIMA,2018-05-01,0.268,0.7836825341011854,True,True,-0.5156825341011854,0.5156825341011854
Brunei Darussalam,SARIMA,2018-06-01,1.041,1.1174168476264963,True,True,-0.0764168476264965,0.0764168476264965
Brunei Darussalam,SARIMA,2018-07-01,1.398,1.091245025908239,True,True,0.3067549740917612,0.3067549740917612
Brunei Darussalam,SARIMA,2018-08-01,1.16,1.0464432323167114,True,True,0.1135567676832884,0.1135567676832884
Brunei Darussalam,SARIMA,2018-09-01,0.689,0.9303609888904792,True,True,-0.2413609888904792,0.2413609888904792
Brunei Darussalam,SARIMA,2018-10-01,0.999,0.9675939717233588,True,True,0.0314060282766412,0.0314060282766412
Brunei Darussalam,SARIMA,2018-11-01,1.253,1.0034646827669105,True,True,0.2495353172330894,0.2495353172330894
Brunei Darussalam,SARIMA,2018-12-01,1.296,1.170499355684669,True,True,0.125500644315331,0.125500644315331
Brunei Darussalam,SARIMA,2019-01-01,1.462,1.0947469984124998,True,True,0.3672530015875002,0.3672530015875002
Brunei Darussalam,SARIMA,2019-02-01,1.08,0.9502558547994332,True,True,0.1297441452005669,0.1297441452005669
Brunei Darussalam,SARIMA,2019-03-01,0.945,0.9373781276779628,True,True,0.0076218723220372,0.0076218723220372
Brunei Darussalam,SARIMA,2019-04-01,1.276,0.8710441063298066,True,True,0.4049558936701934,0.4049558936701934
Brunei Darussalam,SARIMA,2019-05-01,1.139,0.815271074176622,True,True,0.323728925823378,0.323728925823378
Brunei Darussalam,SARIMA,2019-06-01,1.322,1.1490060900921013,True,True,0.1729939099078987,0.1729939099078987
Brunei Darussalam,SARIMA,2019-07-01,1.169,1.1228327215471074,True,True,0.0461672784528925,0.0461672784528925
Brunei Darussalam,SARIMA,2019-08-01,1.428,1.0780309494020912,True,True,0.3499690505979087,0.3499690505979087
Brunei Darussalam,SARIMA,2019-09-01,1.411,0.9619483967271744,True,True,0.4490516032728257,0.4490516032728257
Brunei Darussalam,SARIMA,2019-10-01,0.903,0.999181583667348,True,True,-0.096181583667348,0.096181583667348
Brunei Darussalam,SARIMA,2019-11-01,1.219,1.0350529529097967,True,True,0.1839470470902033,0.1839470470902033
Brunei Darussalam,SARIMA,2019-12-01,1.205,1.2020882568242646,True,True,0.0029117431757355,0.0029117431757355
Brunei Darussalam,SARIMA,2020-01-01,1.572,1.126335315341595,True,True,0.4456646846584051,0.4456646846584051
Brunei Darussalam,SARIMA,2020-02-01,1.474,0.9818441852220294,True,True,0.4921558147779705,0.4921558147779705
Brunei Darussalam,SARIMA,2020-03-01,1.279,0.9689664166509646,True,True,0.3100335833490353,0.3100335833490353
Brunei Darussalam,SARIMA,2020-04-01,1.196,0.9026324714851196,True,True,0.2933675285148804,0.2933675285148804
Brunei Darussalam,SARIMA,2020-05-01,1.127,0.8468593779803786,True,True,0.2801406220196214,0.2801406220196214
Brunei Darussalam,SARIMA,2020-06-01,1.072,1.1805943416912732,True,True,-0.1085943416912731,0.1085943416912731
Brunei Darussalam,SARIMA,2020-07-01,1.212,1.154421088112933,True,True,0.0575789118870666,0.0575789118870666
Brunei Darussalam,SARIMA,2020-08-01,1.294,1.109619314373922,True,True,0.1843806856260779,0.1843806856260779
Brunei Darussalam,SARIMA,2020-09-01,1.059,0.9935367846836652,True,True,0.0654632153163347,0.0654632153163347
Brunei Darussalam,SARIMA,2020-10-01,1.115,1.0307699564537285,True,True,0.0842300435462715,0.0842300435462715
Brunei Darussalam,SARIMA,2020-11-01,1.059,1.0666412767760731,True,True,-0.0076412767760731,0.0076412767760731
Brunei Darussalam,SARIMA,2020-12-01,1.199,1.2336765337922178,True,True,-0.0346765337922176,0.0346765337922176
Brunei Darussalam,SARIMA,2021-01-01,1.012,1.157923635730524,True,True,-0.145923635730524,0.145923635730524
Brunei Darussalam,SARIMA,2021-02-01,0.439,1.013432504608065,True,True,-0.5744325046080649,0.5744325046080649
Brunei Darussalam,SARIMA,2021-03-01,0.642,1.0005547391177076,True,True,-0.3585547391177076,0.3585547391177076
Brunei Darussalam,SARIMA,2021-04-01,0.572,0.9342207882896736,True,True,-0.3622207882896735,0.3622207882896735
Brunei Darussalam,SARIMA,2021-05-01,0.681,0.8784476993448378,True,True,-0.1974476993448377,0.1974476993448377
Brunei Darussalam,SARIMA,2021-06-01,1.041,1.2121826669357962,True,True,-0.1711826669357963,0.1711826669357963
Brunei Darussalam,SARIMA,2021-07-01,1.377,1.1860094048126515,True,True,0.1909905951873483,0.1909905951873483
Brunei Darussalam,SARIMA,2021-08-01,1.007,1.141207631192113,True,True,-0.1342076311921134,0.1342076311921134
Brunei Darussalam,SARIMA,2021-09-01,0.942,1.0251250997935402,True,True,-0.0831250997935402,0.0831250997935402
Brunei Darussalam,SARIMA,2021-10-01,1.437,1.0623582726911096,True,True,0.3746417273088904,0.3746417273088904
Brunei Darussalam,SARIMA,2021-11-01,1.311,1.0982295966494016,True,True,0.2127704033505983,0.2127704033505983
Brunei Darussalam,SARIMA,2021-12-01,1.578,1.2652648571512266,True,True,0.3127351428487734,0.3127351428487734
Brunei Darussalam,SARIMA,2022-01-01,1.307,1.1895119558623035,True,True,0.1174880441376964,0.1174880441376964
Brunei Darussalam,SARIMA,2022-02-01,0.91,1.0450208248143835,True,True,-0.1350208248143835,0.1350208248143835
Brunei Darussalam,SARIMA,2022-03-01,0.689,1.032143059095055,True,True,-0.3431430590950554,0.3431430590950554
Brunei Darussalam,SARIMA,2022-04-01,0.838,0.9658091086878589,True,True,-0.1278091086878588,0.1278091086878588
Brunei Darussalam,SARIMA,2022-05-01,0.987,0.910036019404112,True,True,0.076963980595888,0.076963980595888
Brunei Darussalam,SARIMA,2022-06-01,1.04,1.2437709867066875,True,True,-0.2037709867066874,0.2037709867066874
Brunei Darussalam,SARIMA,2022-07-01,1.347,1.2175977252186292,True,True,0.1294022747813707,0.1294022747813707
Brunei Darussalam,SARIMA,2022-08-01,1.132,1.1727959515892852,True,True,-0.0407959515892852,0.0407959515892852
Brunei Darussalam,SARIMA,2022-09-01,0.64,1.0567134203176811,True,True,-0.4167134203176811,0.4167134203176811
Brunei Darussalam,SARIMA,2022-10-01,1.178,1.0939465931314496,True,True,0.0840534068685503,0.0840534068685503
Brunei Darussalam,SARIMA,2022-11-01,0.935,1.1298179168195026,True,True,-0.1948179168195025,0.1948179168195025
Brunei Darussalam,SARIMA,2022-12-01,0.784,1.2968531770622576,True,True,-0.5128531770622575,0.5128531770622575
Brunei Darussalam,SARIMA,2023-01-01,1.276,1.2211002760131957,True,True,0.0548997239868045,0.0548997239868045
Brunei Darussalam,SARIMA,2023-02-01,0.88,1.0766091449597357,True,True,-0.1966091449597354,0.1966091449597354
Brunei Darussalam,SARIMA,2023-03-01,0.518,1.0637313792574254,True,True,-0.5457313792574254,0.5457313792574254
Brunei Darussalam,SARIMA,2023-04-01,1.026,0.9973974288189504,True,True,0.0286025711810494,0.0286025711810494
Brunei Darussalam,SARIMA,2023-05-01,1.141,0.9416243395603928,True,True,0.1993756604396072,0.1993756604396072
Brunei Darussalam,SARIMA,2023-06-01,1.327,1.2753593068844025,True,True,0.0516406931155974,0.0516406931155974
Brunei Darussalam,SARIMA,2023-07-01,1.143,1.2491860453491417,True,True,-0.1061860453491414,0.1061860453491414
